OrderedDict({'activation': 'tanh', 'alpha': 0.0015246748254295628, 'batch_size': 512, 'layer1': 1316, 'layer2': 769, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005033414197773552, 'num_hl': 2, 'solver': 'adam'}) - -14.143914464153914
OrderedDict({'activation': 'relu', 'alpha': 8.16839529330965e-05, 'batch_size': 8, 'layer1': 1200, 'layer2': 592, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0002545611709281097, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.339831511150393
OrderedDict({'activation': 'tanh', 'alpha': 9.400758913664352e-05, 'batch_size': 8, 'layer1': 1174, 'layer2': 627, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003671794958909809, 'num_hl': 2, 'solver': 'sgd'}) - -15.0084890604142
OrderedDict({'activation': 'relu', 'alpha': 7.893291986274279e-05, 'batch_size': 8, 'layer1': 1259, 'layer2': 605, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003579829829789218, 'num_hl': 2, 'solver': 'adam'}) - -15.387420402959185
OrderedDict({'activation': 'tanh', 'alpha': 9.414441792938408e-05, 'batch_size': 8, 'layer1': 1246, 'layer2': 599, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003371946702407674, 'num_hl': 2, 'solver': 'adam'}) - -14.377739910519324
OrderedDict({'activation': 'logistic', 'alpha': 0.0001395599750736138, 'batch_size': 8, 'layer1': 1275, 'layer2': 680, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00040637245778916113, 'num_hl': 2, 'solver': 'adam'}) - -15.840698063596417
OrderedDict({'activation': 'tanh', 'alpha': 9.894012575645168e-05, 'batch_size': 8, 'layer1': 1189, 'layer2': 578, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003424932729967115, 'num_hl': 2, 'solver': 'adam'}) - -14.420661780059287
OrderedDict({'activation': 'tanh', 'alpha': 9.316258423683514e-05, 'batch_size': 8, 'layer1': 1274, 'layer2': 624, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00037835753977649727, 'num_hl': 2, 'solver': 'adam'}) - -14.428823088499536
OrderedDict({'activation': 'relu', 'alpha': 0.00013298948752434416, 'batch_size': 8, 'layer1': 1255, 'layer2': 629, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003301779360149648, 'num_hl': 2, 'solver': 'adam'}) - -15.74147814129488
OrderedDict({'activation': 'relu', 'alpha': 0.00011527824233491776, 'batch_size': 8, 'layer1': 1230, 'layer2': 646, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003965856360415124, 'num_hl': 2, 'solver': 'adam'}) - -15.448954452650927
OrderedDict({'activation': 'relu', 'alpha': 9.332303256578796e-05, 'batch_size': 8, 'layer1': 1200, 'layer2': 541, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003981444193438312, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.806552700324158
OrderedDict({'activation': 'relu', 'alpha': 6.344065020599949e-05, 'batch_size': 8, 'layer1': 1269, 'layer2': 538, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00023370775159427357, 'num_hl': 2, 'solver': 'adam'}) - -15.584772197795905
OrderedDict({'activation': 'relu', 'alpha': 0.0001324616573562566, 'batch_size': 8, 'layer1': 1246, 'layer2': 638, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00038263270613328915, 'num_hl': 2, 'solver': 'adam'}) - -15.395767447250751
OrderedDict({'activation': 'relu', 'alpha': 0.00011772588654589159, 'batch_size': 8, 'layer1': 1226, 'layer2': 637, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00036109311478050107, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.330746859537378
OrderedDict({'activation': 'relu', 'alpha': 8.591113046007316e-05, 'batch_size': 8, 'layer1': 1242, 'layer2': 604, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003541066621286547, 'num_hl': 2, 'solver': 'adam'}) - -15.837604119445388
OrderedDict({'activation': 'relu', 'alpha': 0.00014012846251714698, 'batch_size': 8, 'layer1': 1234, 'layer2': 647, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003882664864702709, 'num_hl': 2, 'solver': 'adam'}) - -15.545585835920429
OrderedDict({'activation': 'relu', 'alpha': 0.00011403004726132576, 'batch_size': 8, 'layer1': 1242, 'layer2': 622, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00036773943158063637, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.611874810376037
OrderedDict({'activation': 'relu', 'alpha': 0.00014073274280051873, 'batch_size': 8, 'layer1': 1241, 'layer2': 629, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000335082586770938, 'num_hl': 2, 'solver': 'adam'}) - -15.686262058348197
OrderedDict({'activation': 'tanh', 'alpha': 8.568277834789491e-05, 'batch_size': 8, 'layer1': 1216, 'layer2': 577, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00033457128632399184, 'num_hl': 2, 'solver': 'adam'}) - -14.56565375973681
OrderedDict({'activation': 'tanh', 'alpha': 0.00012903056672580187, 'batch_size': 8, 'layer1': 1249, 'layer2': 631, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00035110789120647366, 'num_hl': 2, 'solver': 'adam'}) - -14.411070505767047
OrderedDict({'activation': 'logistic', 'alpha': 3.330134187473206e-05, 'batch_size': 128, 'layer1': 1526, 'layer2': 603, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006080318603898716, 'num_hl': 2, 'solver': 'sgd'}) - -13.382295520224156
OrderedDict({'activation': 'tanh', 'alpha': 0.0001143437233071399, 'batch_size': 8, 'layer1': 1243, 'layer2': 665, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005301923363494798, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.68359562026138
OrderedDict({'activation': 'relu', 'alpha': 0.00022764322287382685, 'batch_size': 256, 'layer1': 1529, 'layer2': 553, 'learning_rate': 'constant', 'learning_rate_init': 0.00032529507854662566, 'num_hl': 1, 'solver': 'sgd'}) - -14.655816162435983
OrderedDict({'activation': 'tanh', 'alpha': 8.265792728209465e-05, 'batch_size': 8, 'layer1': 1161, 'layer2': 569, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00030158338638946276, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.790078565536852
OrderedDict({'activation': 'tanh', 'alpha': 0.00016330819331085016, 'batch_size': 8, 'layer1': 1446, 'layer2': 712, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0004905728433703595, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.69784165712637
OrderedDict({'activation': 'logistic', 'alpha': 6.0719334155531464e-05, 'batch_size': 128, 'layer1': 1496, 'layer2': 622, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000621247481464409, 'num_hl': 2, 'solver': 'sgd'}) - -13.35445320670569
OrderedDict({'activation': 'logistic', 'alpha': 0.0001036716477071603, 'batch_size': 128, 'layer1': 1400, 'layer2': 696, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006928416749254117, 'num_hl': 2, 'solver': 'sgd'}) - -13.453557148257119
OrderedDict({'activation': 'logistic', 'alpha': 3.4873842949399264e-05, 'batch_size': 128, 'layer1': 1548, 'layer2': 808, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006690832523238359, 'num_hl': 2, 'solver': 'sgd'}) - -13.38192303141678
OrderedDict({'activation': 'relu', 'alpha': 0.00012238446305777633, 'batch_size': 8, 'layer1': 1224, 'layer2': 645, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00038815975385369996, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.399081921589204
OrderedDict({'activation': 'logistic', 'alpha': 0.00012634435525073572, 'batch_size': 32, 'layer1': 1565, 'layer2': 742, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006317016347072875, 'num_hl': 2, 'solver': 'sgd'}) - -15.910850184132267
OrderedDict({'activation': 'relu', 'alpha': 9.594880283458528e-05, 'batch_size': 8, 'layer1': 1226, 'layer2': 637, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003890031047713069, 'num_hl': 2, 'solver': 'adam'}) - -15.329892237437985
OrderedDict({'activation': 'relu', 'alpha': 0.00014274004597417407, 'batch_size': 8, 'layer1': 1346, 'layer2': 741, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007333716153416231, 'num_hl': 2, 'solver': 'adam'}) - -15.023719066164361
OrderedDict({'activation': 'logistic', 'alpha': 0.00013387277080499757, 'batch_size': 32, 'layer1': 1315, 'layer2': 407, 'learning_rate': 'constant', 'learning_rate_init': 0.0005347598245423128, 'num_hl': 2, 'solver': 'sgd'}) - -15.126388145700506
OrderedDict({'activation': 'relu', 'alpha': 9.83486218793095e-05, 'batch_size': 8, 'layer1': 1489, 'layer2': 704, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006810417078965241, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.187408491379536
OrderedDict({'activation': 'logistic', 'alpha': 6.864608754637753e-05, 'batch_size': 128, 'layer1': 1487, 'layer2': 693, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006995537483157947, 'num_hl': 2, 'solver': 'sgd'}) - -13.562369546449247
OrderedDict({'activation': 'relu', 'alpha': 9.018220389258778e-05, 'batch_size': 128, 'layer1': 1382, 'layer2': 660, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0010302071244428057, 'num_hl': 2, 'solver': 'adam'}) - -15.78848780509658
OrderedDict({'activation': 'logistic', 'alpha': 3.741630122707634e-05, 'batch_size': 128, 'layer1': 1514, 'layer2': 694, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005245426878409024, 'num_hl': 2, 'solver': 'sgd'}) - -13.330160629191926
OrderedDict({'activation': 'logistic', 'alpha': 0.00016271412466883193, 'batch_size': 128, 'layer1': 1600, 'layer2': 617, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007029849385178966, 'num_hl': 2, 'solver': 'sgd'}) - -13.36624805617372
OrderedDict({'activation': 'logistic', 'alpha': 8.391455982799216e-05, 'batch_size': 32, 'layer1': 1557, 'layer2': 412, 'learning_rate': 'constant', 'learning_rate_init': 0.0003146911375438571, 'num_hl': 2, 'solver': 'sgd'}) - -13.733547429555083
OrderedDict({'activation': 'relu', 'alpha': 0.00020643105221061756, 'batch_size': 256, 'layer1': 1512, 'layer2': 550, 'learning_rate': 'constant', 'learning_rate_init': 0.00035339658388819714, 'num_hl': 1, 'solver': 'sgd'}) - -14.88921433935226
OrderedDict({'activation': 'logistic', 'alpha': 6.516187194232682e-05, 'batch_size': 32, 'layer1': 1254, 'layer2': 634, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0010886449672706932, 'num_hl': 1, 'solver': 'sgd'}) - -15.845773930890525
OrderedDict({'activation': 'logistic', 'alpha': 5.343042682016138e-05, 'batch_size': 128, 'layer1': 1532, 'layer2': 633, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0004935103012239468, 'num_hl': 2, 'solver': 'sgd'}) - -13.331312913648148
OrderedDict({'activation': 'relu', 'alpha': 0.0001358017405096472, 'batch_size': 8, 'layer1': 1379, 'layer2': 694, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00044837950818072796, 'num_hl': 2, 'solver': 'adam'}) - -15.454058907303438
OrderedDict({'activation': 'logistic', 'alpha': 8.236216486014703e-05, 'batch_size': 32, 'layer1': 1350, 'layer2': 528, 'learning_rate': 'constant', 'learning_rate_init': 0.0007160520974507006, 'num_hl': 2, 'solver': 'sgd'}) - -15.927298231393573
OrderedDict({'activation': 'logistic', 'alpha': 0.00020826742048615616, 'batch_size': 256, 'layer1': 1492, 'layer2': 801, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007583318258812515, 'num_hl': 1, 'solver': 'adam'}) - -13.840439961626055
OrderedDict({'activation': 'logistic', 'alpha': 4.684083048530981e-05, 'batch_size': 32, 'layer1': 1344, 'layer2': 756, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007514972219789081, 'num_hl': 1, 'solver': 'sgd'}) - -15.55533125000934
OrderedDict({'activation': 'logistic', 'alpha': 8.859364414339747e-05, 'batch_size': 128, 'layer1': 1548, 'layer2': 613, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003621241537017451, 'num_hl': 2, 'solver': 'sgd'}) - -13.622592719783635
OrderedDict({'activation': 'logistic', 'alpha': 0.00034090397208795477, 'batch_size': 512, 'layer1': 1507, 'layer2': 747, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0008396902962209234, 'num_hl': 1, 'solver': 'adam'}) - -13.973148332394468
OrderedDict({'activation': 'tanh', 'alpha': 0.0002586156518180211, 'batch_size': 128, 'layer1': 1467, 'layer2': 548, 'learning_rate': 'constant', 'learning_rate_init': 0.00042190985521983645, 'num_hl': 1, 'solver': 'lbfgs'}) - -17.388773369079644
OrderedDict({'activation': 'relu', 'alpha': 5.181747386033165e-05, 'batch_size': 128, 'layer1': 1509, 'layer2': 736, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007323387353674479, 'num_hl': 2, 'solver': 'adam'}) - -15.878473566815876
OrderedDict({'activation': 'logistic', 'alpha': 0.00012175580022614947, 'batch_size': 32, 'layer1': 1413, 'layer2': 460, 'learning_rate': 'constant', 'learning_rate_init': 0.0005044010143208614, 'num_hl': 2, 'solver': 'sgd'}) - -15.559031502529354
OrderedDict({'activation': 'logistic', 'alpha': 9.365164578016056e-05, 'batch_size': 128, 'layer1': 1535, 'layer2': 705, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007375777055774193, 'num_hl': 2, 'solver': 'sgd'}) - -13.403998941902069
OrderedDict({'activation': 'logistic', 'alpha': 0.00014784712271045844, 'batch_size': 128, 'layer1': 1570, 'layer2': 767, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0008068128468409477, 'num_hl': 2, 'solver': 'sgd'}) - -13.545216183733993
OrderedDict({'activation': 'logistic', 'alpha': 0.00022086148366724795, 'batch_size': 32, 'layer1': 1450, 'layer2': 491, 'learning_rate': 'constant', 'learning_rate_init': 0.00040333706004721766, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.8227149163655
OrderedDict({'activation': 'relu', 'alpha': 9.196208315371141e-05, 'batch_size': 8, 'layer1': 1265, 'layer2': 614, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00035455921681595495, 'num_hl': 2, 'solver': 'adam'}) - -15.508878733571208
OrderedDict({'activation': 'relu', 'alpha': 0.00013215604998285867, 'batch_size': 8, 'layer1': 1231, 'layer2': 664, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003779688375024198, 'num_hl': 2, 'solver': 'adam'}) - -15.765686946561065
OrderedDict({'activation': 'logistic', 'alpha': 0.0001711736472935814, 'batch_size': 32, 'layer1': 1407, 'layer2': 477, 'learning_rate': 'constant', 'learning_rate_init': 0.0005032103328075796, 'num_hl': 2, 'solver': 'adam'}) - -15.07395781254803
OrderedDict({'activation': 'logistic', 'alpha': 0.00017916180727953673, 'batch_size': 32, 'layer1': 1428, 'layer2': 558, 'learning_rate': 'constant', 'learning_rate_init': 0.0006354078283230127, 'num_hl': 2, 'solver': 'sgd'}) - -15.512663261325022
OrderedDict({'activation': 'logistic', 'alpha': 0.00011737008756130633, 'batch_size': 32, 'layer1': 1519, 'layer2': 469, 'learning_rate': 'constant', 'learning_rate_init': 0.00042376197302731897, 'num_hl': 2, 'solver': 'sgd'}) - -14.673941111800298
OrderedDict({'activation': 'logistic', 'alpha': 0.00017812645816631245, 'batch_size': 32, 'layer1': 1369, 'layer2': 764, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0004658303979039372, 'num_hl': 1, 'solver': 'sgd'}) - -14.867819468377817
OrderedDict({'activation': 'tanh', 'alpha': 0.00012773532916078768, 'batch_size': 512, 'layer1': 1468, 'layer2': 713, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0008756481745722086, 'num_hl': 2, 'solver': 'adam'}) - -14.502851920408537
OrderedDict({'activation': 'tanh', 'alpha': 0.00015480518345754716, 'batch_size': 512, 'layer1': 1403, 'layer2': 775, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0015843275257686315, 'num_hl': 2, 'solver': 'adam'}) - -14.610747428534845
OrderedDict({'activation': 'logistic', 'alpha': 0.00012142037563362929, 'batch_size': 32, 'layer1': 1449, 'layer2': 504, 'learning_rate': 'constant', 'learning_rate_init': 0.0004467367742919284, 'num_hl': 2, 'solver': 'sgd'}) - -15.094955060969863
OrderedDict({'activation': 'logistic', 'alpha': 0.00015605484537952678, 'batch_size': 512, 'layer1': 1457, 'layer2': 639, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007386124036288814, 'num_hl': 1, 'solver': 'adam'}) - -14.052351802113858
OrderedDict({'activation': 'logistic', 'alpha': 0.00016355327437298905, 'batch_size': 256, 'layer1': 1504, 'layer2': 733, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0010019987199291196, 'num_hl': 1, 'solver': 'adam'}) - -13.742036357782217
OrderedDict({'activation': 'logistic', 'alpha': 0.00014019258112851882, 'batch_size': 128, 'layer1': 1526, 'layer2': 652, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00037374642681616525, 'num_hl': 2, 'solver': 'sgd'}) - -13.599350086202483
OrderedDict({'activation': 'logistic', 'alpha': 0.0001151008452167108, 'batch_size': 128, 'layer1': 1419, 'layer2': 624, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006208607447070158, 'num_hl': 2, 'solver': 'sgd'}) - -13.290194226452291
OrderedDict({'activation': 'logistic', 'alpha': 0.00015949259269405435, 'batch_size': 32, 'layer1': 1288, 'layer2': 616, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007364415721105951, 'num_hl': 1, 'solver': 'sgd'}) - -15.597326944914343
OrderedDict({'activation': 'logistic', 'alpha': 0.0001301443711705411, 'batch_size': 128, 'layer1': 1522, 'layer2': 531, 'learning_rate': 'constant', 'learning_rate_init': 0.0006271089673812612, 'num_hl': 1, 'solver': 'sgd'}) - -13.386314022143253
OrderedDict({'activation': 'logistic', 'alpha': 0.000167587739676748, 'batch_size': 32, 'layer1': 1443, 'layer2': 514, 'learning_rate': 'constant', 'learning_rate_init': 0.0005284778205791514, 'num_hl': 1, 'solver': 'adam'}) - -13.502629990381337
OrderedDict({'activation': 'logistic', 'alpha': 9.858011215972856e-05, 'batch_size': 128, 'layer1': 1507, 'layer2': 680, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000842711857741634, 'num_hl': 2, 'solver': 'adam'}) - -14.521216373399625
OrderedDict({'activation': 'relu', 'alpha': 0.00012357349561679, 'batch_size': 8, 'layer1': 1486, 'layer2': 700, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000564328930421319, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.4357956407083
OrderedDict({'activation': 'logistic', 'alpha': 0.00024058333342221927, 'batch_size': 128, 'layer1': 1483, 'layer2': 538, 'learning_rate': 'constant', 'learning_rate_init': 0.0005477806106396404, 'num_hl': 1, 'solver': 'lbfgs'}) - -17.585055748369815
OrderedDict({'activation': 'logistic', 'alpha': 0.00027691205469506654, 'batch_size': 128, 'layer1': 1516, 'layer2': 686, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006151026252294799, 'num_hl': 2, 'solver': 'sgd'}) - -13.3174355435843
OrderedDict({'activation': 'logistic', 'alpha': 0.00016171789241907318, 'batch_size': 32, 'layer1': 1460, 'layer2': 661, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005098097201550211, 'num_hl': 2, 'solver': 'sgd'}) - -15.56785944001571
OrderedDict({'activation': 'logistic', 'alpha': 7.134914302817331e-05, 'batch_size': 128, 'layer1': 1593, 'layer2': 702, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005376526026846203, 'num_hl': 2, 'solver': 'sgd'}) - -13.273332749550672
OrderedDict({'activation': 'relu', 'alpha': 6.665596132088203e-05, 'batch_size': 128, 'layer1': 1612, 'layer2': 767, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000977240624315348, 'num_hl': 2, 'solver': 'adam'}) - -15.627169604361171
OrderedDict({'activation': 'relu', 'alpha': 0.00014381399785497214, 'batch_size': 32, 'layer1': 1484, 'layer2': 503, 'learning_rate': 'constant', 'learning_rate_init': 0.0004941168120763406, 'num_hl': 1, 'solver': 'adam'}) - -14.750799980699602
OrderedDict({'activation': 'logistic', 'alpha': 0.00014527068945570653, 'batch_size': 128, 'layer1': 1566, 'layer2': 711, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007408993869785839, 'num_hl': 2, 'solver': 'sgd'}) - -13.437855866473313
OrderedDict({'activation': 'logistic', 'alpha': 5.980948444958711e-05, 'batch_size': 128, 'layer1': 1349, 'layer2': 674, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0009751535473234916, 'num_hl': 2, 'solver': 'sgd'}) - -14.244549226205553
OrderedDict({'activation': 'logistic', 'alpha': 7.542303883361083e-05, 'batch_size': 128, 'layer1': 1463, 'layer2': 742, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000870447621907048, 'num_hl': 2, 'solver': 'sgd'}) - -13.699406938250707
OrderedDict({'activation': 'relu', 'alpha': 7.219569953324005e-05, 'batch_size': 128, 'layer1': 1492, 'layer2': 609, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005383755881277026, 'num_hl': 2, 'solver': 'adam'}) - -15.410794182045901
OrderedDict({'activation': 'logistic', 'alpha': 0.00012172943849762649, 'batch_size': 512, 'layer1': 1501, 'layer2': 703, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0008858954054545249, 'num_hl': 1, 'solver': 'adam'}) - -13.953753955040039
